Date,Age,Gender,Comorbidities?,Vaccination,Designation,How many hours of work per week in the current situation?,Years of service?,Patients per ICU nurse,Adequate PPE provided?,Was mental health support available?,Received Covid 19 specific training?,Tested for Covid 19?,"If tested , were you positive for Covid 19?",Living with family while working with covid 19 patients?,Personal Burnout [How often are you physically exhausted?],Score,Personal Burnout [How often are you emotionally exhausted?],Score,Personal Burnout [How often do you think: â€œI canâ€™t take it anymore?],Score,Personal Burnout [How often do you feel weak and susceptible to illness?],Score,Personal Burnout [How often do you feel worn out (extremely tired)?],Score,Domain 1,Work-related Burnout [Are you exhausted in the morning at the thought of another day at work?],Score,Work-related Burnout [Do you feel that every working hour is tiring for you?],Score,Work-related Burnout [Do you have enough energy for family and friends during leisure time?],Score,Work-related Burnout [Do you feel that your work is emotionally exhausting?],Score,Work-related Burnout [Does your work frustrate you?],Score,Work-related Burnout [Do you feel burnt out (complete physical or mental exhaustion) because of your work?],Score,Domain 2,Client Related burnout [Do you feel it is hard to work in the current scenario?],Score,Client Related burnout [Does it drain more of your energy to work during the current scenario?],Score,Client Related burnout [Do you find it fruitful while performing your work during the current scenario?],Score,Client Related burnout [Do you feel that you are giving more than what you get back while working in the current scenario?],Score,Client Related burnout [Do you hesitate to work during this current scenario?],Score,Client Related burnout [Do you feel depressed because of the current scenario?],Score,Client Related burnout [Do you feel that your patience is tested while working in the current scenario?],Score,Client Related burnout [Do you feel lock down due to the current scenario has added stress on you?],Score,Client Related burnout [Do you have fear to catch COVID-19 infection while working in the current scenario?],Score,Client Related burnout [Do you have a fear of family members catching infection because of your work exposure?],Score,Client Related burnout [Do you feel welcomed by the community because you are a health care worker and working in the current scenario?],Score,Client Related burnout [Are you thinking of any substance abuse (alcohol/drugs/smoking) during this period of lockdown?],Score,Client Related burnout [Do you have a fear of death while working in the current scenario?],Score,Client Related burnout [Do you feel you are being properly protected by the hospital while working in the current scenario?],Score,Client Related burnout [Do you feel you are being supported by colleagues during the current scenario?],Score,Domain 3,Overall Average
7/23/2023,40,Female,None,both doses,Radiographers,60,5,0,Yes,No,No,No,No,Yes,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,55,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,71,Agree,75,Agree,75,Disagree,75,Agree,75,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Strongly Agree,100,Disagree,75,Disagree,25,Undecided,50,Disagree,75,Undecided,50,68,66
7/23/2023,30,Female,None,both doses,Physiotherapist,48,5,0,Yes,No,No,Yes,No,Yes,Always,100,Often,75,Often,75,Sometimes,50,Rarely,25,65,Disagree,25,Strongly disagree,0,Agree,25,Undecided,50,Disagree,25,Disagree,25,25,Undecided,50,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Agree,75,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Strongly Agree,100,Disagree,75,Agree,25,70,59
7/23/2023,30,Male,None,both doses,Physiotherapist,48,5,0,No,No,No,No,No,Yes,Always,100,Always,100,Always,100,Often,75,Often,75,90,Strongly agree,100,Agree,75,Disagree,75,Agree,75,Strongly agree,100,Agree,75,83,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly Agree,100,Disagree,25,Agree,75,Strongly Agree,100,Agree,75,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Strongly Agree,100,Strongly disagree,100,Strongly Agree,0,75,80
7/23/2023,30,Male,None,Not taken,Physiotherapist,48,5,0,No,No,No,Yes,No,Yes,Always,100,Always,100,Always,100,Always,100,Always,100,100,Strongly agree,100,Strongly agree,100,Strongly disagree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,100,Strongly Agree,100,Disagree,25,Strongly disagree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly disagree,0,Strongly Agree,100,Strongly Agree,100,Strongly disagree,100,Strongly disagree,0,Strongly Agree,100,Strongly disagree,100,Undecided,50,78,88
7/23/2023,30,Female,None,both doses,Physiotherapist,48,5,0,No,No,No,No,No,Yes,Always,100,Always,100,Always,100,Always,100,Always,100,100,Strongly agree,100,Agree,75,Disagree,75,Agree,75,Strongly agree,100,Strongly agree,100,88,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly Agree,100,Disagree,25,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly disagree,100,Strongly disagree,0,Strongly Agree,100,Strongly disagree,100,Strongly Agree,0,80,86
7/23/2023,30,Female,Bronchial Asthma,both doses,Physiotherapist,48,5,0,Yes,No,No,Yes,Yes,Yes,Often,75,Often,75,Often,75,Often,75,Often,75,75,Strongly agree,100,Strongly agree,100,Disagree,75,Strongly agree,100,Strongly agree,100,Strongly agree,100,96,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly Agree,100,Agree,75,Strongly Agree,100,Agree,75,Disagree,25,Strongly Agree,100,Strongly Agree,100,Strongly disagree,100,Disagree,25,Strongly Agree,100,Disagree,75,Undecided,50,80,83
7/23/2023,30,Male,None,both doses,Physiotherapist,48,5,0,Yes,Not Known,No,Yes,Yes,No,Rarely,25,Never,0,Never,0,Never,0,Never,0,5,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,17,Agree,75,Disagree,25,Agree,25,Undecided,50,Agree,75,Disagree,25,Agree,75,Disagree,25,Strongly disagree,100,Strongly disagree,0,Disagree,75,Disagree,25,Disagree,25,Disagree,75,Agree,25,47,32
7/23/2023,30,Female,None,both doses,Physiotherapist,48,5,0,Yes,No,No,Yes,No,Yes,Always,100,Always,100,Always,100,Often,75,Always,100,95,Agree,75,Agree,75,Disagree,75,Strongly agree,100,Agree,75,Strongly agree,100,83,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Undecided,50,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Undecided,50,Strongly disagree,0,Strongly Agree,100,Strongly disagree,100,Strongly Agree,0,68,77
7/24/2023,30,Female,None,both doses,Nurse,73,5,1,Yes,Yes,No,Yes,No,No,Never,0,Sometimes,50,Never,0,Never,0,Sometimes,50,20,Agree,75,Agree,75,Undecided,50,Undecided,50,Agree,75,Undecided,50,63,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Disagree,25,Disagree,25,Agree,75,Agree,75,Agree,25,Strongly disagree,0,Disagree,25,Agree,25,Agree,25,47,45
7/24/2023,30,Female,None,both doses,Nurse,73,5,1,Yes,Yes,No,Yes,No,No,Never,0,Sometimes,50,Never,0,Never,0,Sometimes,50,20,Agree,75,Agree,75,Undecided,50,Undecided,50,Agree,75,Undecided,50,63,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Disagree,25,Disagree,25,Agree,75,Agree,75,Agree,25,Strongly disagree,0,Disagree,25,Agree,25,Agree,25,47,45
7/24/2023,30,Female,None,both doses,Nurse,73,5,1,Yes,Yes,No,Yes,No,No,Never,0,Sometimes,50,Never,0,Never,0,Sometimes,50,20,Agree,75,Agree,75,Strongly disagree,100,Agree,75,Disagree,25,Disagree,25,63,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Disagree,25,Disagree,25,Agree,75,Agree,75,Agree,25,Strongly disagree,0,Disagree,25,Agree,25,Agree,25,47,45
7/26/2023,50,Female,None,both doses,Nurse,60,16,2,Yes,Not Known,No,No,N/A,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Often,75,65,Undecided,50,Agree,75,Undecided,50,Agree,75,Undecided,50,Undecided,50,58,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,25,Agree,25,62,62
7/26/2023,30,Female,None,both doses,Nurse,73,5,4,Yes,No,No,Yes,No,No,Often,75,Always,100,Often,75,Always,100,Always,100,90,Agree,75,Agree,75,Disagree,75,Agree,75,Agree,75,Agree,75,75,Agree,75,Strongly Agree,100,Disagree,75,Agree,75,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Agree,75,Agree,75,Disagree,75,Strongly disagree,0,Disagree,25,Disagree,75,Strongly Agree,0,65,72
7/26/2023,40,Female,Others,both doses,Nurse,48,15,4,Yes,No,No,No,No,Yes,Always,100,Always,100,Sometimes,50,Sometimes,50,Sometimes,50,70,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,67,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,25,65,66
7/26/2023,50,Male,Diabetes Mellitus,both doses,Doctor,60,15,4,Yes,No,No,No,N/A,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Often,75,65,Agree,75,Agree,75,Disagree,75,Agree,75,Agree,75,Agree,75,75,Agree,75,Agree,75,Undecided,50,Agree,75,Undecided,50,Agree,75,Agree,75,Disagree,25,Agree,75,Agree,75,Undecided,50,Disagree,25,Undecided,50,Disagree,75,Disagree,75,62,65
7/26/2023,30,Female,Bronchial Asthma,both doses,Doctor,48,5,0,Yes,No,No,No,No,Yes,Sometimes,50,Often,75,Sometimes,50,Often,75,Sometimes,50,60,Undecided,50,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,63,Agree,75,Agree,75,Undecided,50,Strongly Agree,100,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Agree,75,Strongly disagree,100,Strongly disagree,0,Disagree,25,Undecided,50,Undecided,50,63,63
7/26/2023,30,Female,None,both doses,Nurse,73,5,3,Yes,No,No,Yes,No,No,Never,0,Sometimes,50,Never,0,Sometimes,50,Sometimes,50,30,Disagree,25,Disagree,25,Disagree,75,Agree,75,Strongly agree,100,Disagree,25,54,Disagree,25,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,Agree,75,Disagree,25,Strongly disagree,0,Strongly Agree,100,Disagree,75,Undecided,50,Strongly Agree,100,Strongly Agree,0,Strongly Agree,0,52,48
7/27/2023,30,Female,None,both doses,Nurse,73,5,2,Yes,No,No,No,No,No,Always,100,Sometimes,50,Sometimes,50,Often,75,Always,100,75,Strongly agree,100,Agree,75,Strongly agree,0,Disagree,25,Undecided,50,Undecided,50,50,Agree,75,Strongly Agree,100,Agree,25,Strongly Agree,100,Agree,75,Strongly Agree,100,Undecided,50,Agree,75,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly disagree,0,Undecided,50,Strongly disagree,100,Strongly Agree,0,65,63
7/27/2023,50,Male,None,both doses,Doctor,48,16,0,Yes,Yes,No,No,No,Yes,Sometimes,50,Never,0,Rarely,25,Sometimes,50,Sometimes,50,35,Undecided,50,Strongly disagree,0,Strongly agree,0,Strongly disagree,0,Strongly disagree,0,Undecided,50,17,Agree,75,Agree,75,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Strongly disagree,0,Disagree,75,Strongly Agree,0,47,38
7/27/2023,50,Male,None,both doses,Doctor,60,15,0,Yes,No,No,No,No,Yes,Always,100,Always,100,Always,100,Always,100,Always,100,100,Strongly agree,100,Agree,75,Strongly agree,0,Strongly agree,100,Strongly disagree,0,Strongly agree,100,63,Agree,75,Agree,75,Strongly Agree,0,Strongly Agree,100,Strongly disagree,0,Strongly Agree,100,Strongly Agree,100,Disagree,25,Strongly disagree,0,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Strongly Agree,0,Agree,25,40,57
7/28/2023,60,Female,Hypertension;Diabetes Mellitus,both doses,Nurse,60,16,1,Yes,Yes,No,Yes,No,No,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,Rarely,25,30,Strongly disagree,0,Undecided,50,Agree,25,Agree,75,Disagree,25,Disagree,25,33,Disagree,25,Agree,75,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Disagree,25,Undecided,50,Disagree,25,Disagree,25,Undecided,50,Strongly disagree,100,Strongly disagree,0,Undecided,50,Undecided,50,Undecided,50,35,34
7/28/2023,40,Female,None,both doses,Supportive Staff,60,10,0,Yes,Yes,No,No,No,No,Never,0,Rarely,25,Never,0,Rarely,25,Rarely,25,15,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,17,Strongly disagree,0,Disagree,25,Agree,25,Agree,75,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Agree,25,Undecided,50,Disagree,25,Strongly Agree,0,Agree,25,17,16
7/28/2023,50,Male,None,both doses,Nurse,72,15,1,Yes,Not Known,No,No,No,Yes,Rarely,25,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,30,Disagree,25,Strongly disagree,0,Undecided,50,Undecided,50,Agree,75,Undecided,50,42,Disagree,25,Disagree,25,Agree,25,Strongly Agree,100,Strongly disagree,0,Strongly disagree,0,Undecided,50,Strongly disagree,0,Disagree,25,Undecided,50,Undecided,50,Strongly disagree,0,Strongly disagree,0,Disagree,75,Agree,25,30,33
7/28/2023,40,Male,None,both doses,Supportive Staff,48,5,0,Yes,Not Known,No,No,No,Yes,Rarely,25,Sometimes,50,Sometimes,50,Rarely,25,Often,75,45,Disagree,25,Agree,75,Undecided,50,Agree,75,Undecided,50,Undecided,50,54,Undecided,50,Undecided,50,Undecided,50,Agree,75,Agree,75,Disagree,25,Undecided,50,Undecided,50,Undecided,50,Disagree,25,Strongly Agree,0,Agree,75,Strongly disagree,0,Disagree,75,Agree,25,45,47
7/28/2023,40,Male,None,both doses,Supportive Staff,60,10,0,Yes,Not Known,Yes,No,No,Yes,Rarely,25,Always,100,Always,100,Often,75,Often,75,75,Agree,75,Strongly agree,100,Agree,25,Agree,75,Undecided,50,Agree,75,67,Agree,75,Strongly Agree,100,Agree,25,Strongly Agree,100,Strongly disagree,0,Agree,75,Undecided,50,Undecided,50,Strongly Agree,100,Strongly Agree,100,Undecided,50,Strongly disagree,0,Agree,75,Agree,25,Strongly Agree,0,55,62
7/28/2023,40,Female,None,both doses,Supportive Staff,60,10,0,Yes,Not Known,Yes,No,No,Yes,Rarely,25,Rarely,25,Rarely,25,Rarely,25,Rarely,25,25,Disagree,25,Disagree,25,Disagree,75,Undecided,50,Disagree,25,Disagree,25,38,Disagree,25,Agree,75,Agree,25,Disagree,25,Disagree,25,Disagree,25,Strongly disagree,0,Disagree,25,Disagree,25,Disagree,25,Agree,25,Strongly disagree,0,Strongly disagree,0,Disagree,75,Agree,25,27,29
7/28/2023,40,Female,None,both doses,Supportive Staff,60,10,0,Yes,Not Known,Yes,No,No,Yes,Rarely,25,Rarely,25,Sometimes,50,Rarely,25,Rarely,25,30,Disagree,25,Disagree,25,Disagree,75,Undecided,50,Disagree,25,Disagree,25,38,Undecided,50,Disagree,25,Disagree,75,Disagree,25,Disagree,25,Disagree,25,Strongly disagree,0,Disagree,25,Disagree,25,Disagree,25,Disagree,75,Strongly disagree,0,Strongly disagree,0,Disagree,75,Agree,25,32,33
7/28/2023,60,Female,Diabetes Mellitus,both doses,Nurse,60,16,2,Yes,Not Known,Yes,Yes,No,Yes,Often,75,Often,75,Often,75,Often,75,Often,75,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,67,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,25,Agree,25,62,65
7/29/2023,40,Female,Bronchial Asthma,both doses,Doctor,48,10,0,Yes,Yes,Yes,Yes,No,Yes,Often,75,Rarely,25,Never,0,Often,75,Rarely,25,40,Strongly disagree,0,Strongly disagree,0,Strongly agree,0,Agree,75,Strongly disagree,0,Undecided,50,21,Agree,75,Agree,75,Agree,25,Agree,75,Disagree,25,Disagree,25,Disagree,25,Agree,75,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Agree,75,Strongly Agree,0,Strongly Agree,0,50,41
7/30/2023,30,Female,None,both doses,Nurse,48,5,1,Yes,Not Known,No,Yes,No,No,Always,100,Always,100,Always,100,Always,100,Always,100,100,Strongly agree,100,Strongly agree,100,Undecided,50,Strongly agree,100,Agree,75,Strongly agree,100,88,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Undecided,50,Strongly Agree,100,Undecided,50,Strongly Agree,0,Strongly Agree,0,75,83
7/30/2023,30,Female,None,both doses,Nurse,60,5,1,Yes,No,Yes,Yes,No,No,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,50,50
7/30/2023,30,Female,None,both doses,Nurse,60,5,1,Yes,No,No,Yes,No,No,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,50,Undecided,50,Undecided,50,Undecided,50,Agree,75,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,52,51
7/30/2023,40,Male,None,both doses,Nurse,60,10,1,Yes,No,No,No,No,Yes,Sometimes,50,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,55,Undecided,50,Undecided,50,Strongly disagree,100,Agree,75,Agree,75,Undecided,50,67,Strongly Agree,100,Strongly Agree,100,Disagree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Undecided,50,Disagree,25,Strongly Agree,100,Disagree,75,Strongly disagree,0,Disagree,25,Disagree,75,Disagree,75,65,63
7/31/2023,30,Female,None,1st dose only,Nurse,60,5,1,Yes,Yes,No,Yes,No,No,Sometimes,50,Sometimes,50,Often,75,Sometimes,50,Often,75,60,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,71,Strongly Agree,100,Agree,75,Undecided,50,Agree,75,Undecided,50,Strongly Agree,100,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Agree,25,Undecided,50,Strongly Agree,100,Undecided,50,Agree,25,70,68
8/1/2023,30,Female,None,both doses,Nurse,60,5,1,Yes,Yes,Yes,Yes,No,No,Sometimes,50,Sometimes,50,Often,75,Sometimes,50,Sometimes,50,55,Undecided,50,Agree,75,Undecided,50,Undecided,50,Agree,75,Undecided,50,58,Undecided,50,Undecided,50,Agree,25,Undecided,50,Disagree,25,Undecided,50,Undecided,50,Agree,75,Undecided,50,Undecided,50,Agree,25,Disagree,25,Agree,75,Disagree,75,Undecided,50,48,52
8/1/2023,30,Female,None,both doses,Nurse,60,5,1,No,Yes,No,Yes,No,No,Sometimes,50,Sometimes,50,Sometimes,50,Rarely,25,Sometimes,50,45,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,71,Agree,75,Agree,75,Agree,25,Agree,75,Disagree,25,Undecided,50,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,25,Disagree,25,Agree,75,Undecided,50,Agree,25,53,56
8/1/2023,30,Female,None,both doses,Nurse,72,5,1,Yes,Not Known,No,No,No,No,Always,100,Always,100,Always,100,Always,100,Always,100,100,Agree,75,Agree,75,Undecided,50,Strongly agree,100,Agree,75,Agree,75,75,Strongly Agree,100,Agree,75,Agree,25,Agree,75,Undecided,50,Strongly Agree,100,Agree,75,Agree,75,Agree,75,Agree,75,Undecided,50,Strongly disagree,0,Agree,75,Agree,25,Agree,25,60,71
8/1/2023,30,Female,None,both doses,Nurse,60,10,1,Yes,Yes,No,Yes,No,No,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,71,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,25,Agree,25,62,62
8/1/2023,30,Female,None,both doses,Nurse,73,5,2,Yes,Yes,No,No,No,No,Often,75,Sometimes,50,Often,75,Sometimes,50,Often,75,65,Agree,75,Agree,75,Agree,25,Agree,75,Undecided,50,Agree,75,63,Agree,75,Strongly Agree,100,Agree,25,Agree,75,Strongly Agree,100,Agree,75,Agree,75,Undecided,50,Strongly Agree,100,Strongly Agree,100,Disagree,75,Disagree,25,Agree,75,Strongly disagree,100,Agree,25,72,68
8/1/2023,30,Female,None,both doses,Nurse,73,5,1,Yes,No,Yes,No,No,Yes,Always,100,Always,100,Always,100,Always,100,Always,100,100,Strongly agree,100,Agree,75,Strongly disagree,100,Strongly agree,100,Strongly agree,100,Strongly agree,100,96,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Disagree,25,Strongly Agree,100,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Strongly Agree,100,Disagree,75,Undecided,50,72,83
8/1/2023,30,Female,Bronchial Asthma,both doses,Doctor,48,5,1,Yes,Not Known,No,No,No,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,60,Undecided,50,Disagree,25,Agree,25,Agree,75,Agree,75,Agree,75,54,Agree,75,Strongly Agree,100,Disagree,75,Strongly Agree,100,Disagree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Disagree,75,Disagree,25,Agree,75,Disagree,75,Undecided,50,70,64
8/1/2023,60,Female,None,both doses,Doctor,73,16,0,Yes,Yes,Yes,No,N/A,Yes,Never,0,Never,0,Never,0,Never,0,Never,0,0,Strongly disagree,0,Strongly disagree,0,Strongly agree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,0,Strongly disagree,0,Strongly disagree,0,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Agree,75,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Strongly Agree,0,Strongly Agree,0,5,3
8/1/2023,40,Male,None,both doses,Doctor,73,10,0,No,No,No,Yes,Yes,Yes,Always,100,Always,100,Often,75,Sometimes,50,Sometimes,50,75,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,67,Strongly Agree,100,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,25,Undecided,50,Strongly Agree,100,Disagree,25,Undecided,50,63,66
8/1/2023,50,Female,None,both doses,Doctor,73,15,0,Yes,No,Yes,Yes,No,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,60,Undecided,50,Disagree,25,Agree,25,Undecided,50,Undecided,50,Disagree,25,38,Agree,75,Agree,75,Undecided,50,Agree,75,Undecided,50,Disagree,25,Agree,75,Undecided,50,Agree,75,Agree,75,Undecided,50,Disagree,25,Undecided,50,Undecided,50,Agree,25,55,52
8/2/2023,40,Prefer not to say,Depression or other psychological disease,both doses,Doctor,60,10,0,No,Yes,No,Yes,No,Yes,Always,100,Always,100,Often,75,Sometimes,50,Sometimes,50,75,Undecided,50,Undecided,50,Disagree,75,Strongly agree,100,Agree,75,Strongly agree,100,75,Strongly Agree,100,Strongly Agree,100,Agree,25,Agree,75,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Strongly Agree,100,Undecided,50,Undecided,50,65,69
8/2/2023,50,Female,None,both doses,Doctor,60,16,0,No,No,No,No,Yes,Yes,Often,75,Always,100,Often,75,Often,75,Often,75,80,Agree,75,Agree,75,Disagree,75,Strongly agree,100,Undecided,50,Undecided,50,71,Strongly Agree,100,Strongly Agree,100,Agree,25,Agree,75,Disagree,25,Agree,75,Strongly Agree,100,Undecided,50,Undecided,50,Strongly Agree,100,Strongly disagree,100,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Disagree,75,65,69
8/2/2023,30,Female,None,both doses,Nurse,60,5,2,Yes,No,No,No,N/A,Yes,Sometimes,50,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,55,Agree,75,Undecided,50,Agree,25,Agree,75,Agree,75,Agree,75,63,Agree,75,Agree,75,Agree,25,Agree,75,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,Agree,75,Undecided,50,Undecided,50,Undecided,50,Agree,25,Agree,25,57,58
8/3/2023,30,Female,None,both doses,Nurse,73,5,1,Yes,No,No,No,No,Yes,Always,100,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,60,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,50,Agree,75,Agree,75,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Undecided,50,53,54
8/3/2023,30,Female,None,both doses,Doctor,48,5,0,Yes,No,No,No,N/A,Yes,Often,75,Sometimes,50,Rarely,25,Never,0,Sometimes,50,40,Agree,75,Undecided,50,Disagree,75,Agree,75,Disagree,25,Undecided,50,58,Undecided,50,Agree,75,Agree,25,Strongly Agree,100,Strongly disagree,0,Agree,75,Undecided,50,Disagree,25,Disagree,25,Strongly Agree,100,Disagree,75,Strongly disagree,0,Strongly disagree,0,Disagree,75,Disagree,75,50,50
8/3/2023,40,Female,Others,both doses,Doctor,48,10,0,Yes,Not Known,No,No,No,Yes,Sometimes,50,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,55,Disagree,25,Undecided,50,Agree,25,Agree,75,Agree,75,Undecided,50,50,Agree,75,Agree,75,Disagree,75,Undecided,50,Disagree,25,Agree,75,Strongly Agree,100,Strongly Agree,100,Agree,75,Strongly Agree,100,Disagree,75,Strongly disagree,0,Disagree,25,Strongly disagree,100,Undecided,50,67,61
8/3/2023,40,Female,Bronchial Asthma,both doses,Doctor,72,15,0,Yes,No,No,No,No,Yes,Always,100,Rarely,25,Never,0,Sometimes,50,Rarely,25,40,Disagree,25,Disagree,25,Strongly agree,0,Disagree,25,Strongly disagree,0,Strongly disagree,0,13,Undecided,50,Undecided,50,Strongly Agree,0,Strongly Agree,100,Strongly disagree,0,Disagree,25,Disagree,25,Undecided,50,Disagree,25,Disagree,25,Undecided,50,Undecided,50,Strongly disagree,0,Agree,25,Agree,25,33,30
8/3/2023,30,Female,Hypertension,both doses,Nurse,60,5,2,Yes,No,No,Yes,Yes,Yes,Rarely,25,Rarely,25,Rarely,25,Rarely,25,Rarely,25,25,Disagree,25,Disagree,25,Disagree,75,Disagree,25,Disagree,25,Disagree,25,33,Disagree,25,Disagree,25,Disagree,75,Disagree,,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Disagree,75,Disagree,25,Disagree,25,Disagree,75,Disagree,75,39,35
